ko_value,count,sample_path,sample_ja_value,sample_en_value,suggested_ko
Combined Shipment,1,ruleEnginePage.wms.combPrefix,Combined Shipment,Combined Shipment,
📦 Bundle Request,1,ruleEnginePage.wms.combRegTitle,📦 Bundle Request,📦 Bundle Request,
+ Bundle Request,1,ruleEnginePage.wms.combReqBtn,+ Bundle Request,+ Bundle Request,
🚚 Ship Complete,1,ruleEnginePage.wms.combShipBtn,🚚 Ship Complete,🚚 Ship Complete,
🚚 Tracking,1,ruleEnginePage.wms.combTracking,🚚 Tracking,🚚 Tracking,
Execute Bulk Registration,1,ruleEnginePage.wms.csvExecuteBtn,Execute Bulk Registration,Execute Bulk Registration,
CSV Bulk Import,1,ruleEnginePage.wms.csvImportBtn,CSV Bulk Import,CSV Bulk Import,
Bulk register SKU/inventory via CSV file. Required columns:,1,ruleEnginePage.wms.csvImportDesc,Bulk register SKU/inventory via CSV file. Required columns:,Bulk register SKU/inventory via CSV file. Required columns:,
records imported!,1,ruleEnginePage.wms.csvImportDone,records imported!,records imported!,
Csv Import Title,1,ruleEnginePage.wms.csvImportTitle,Csv Import Title,Csv Import Title,
Csv More Rows,1,ruleEnginePage.wms.csvMoreRows,Csv More Rows,Csv More Rows,
records detected,1,ruleEnginePage.wms.csvRowsDetected,records detected,records detected,
Export Excel Btn,1,ruleEnginePage.wms.exportExcelBtn,Export Excel Btn,Export Excel Btn,
Adjustment Qty,1,ruleEnginePage.wms.invAdjQty,Adjustment Qty,Adjustment Qty,
🔧 Stock Adjustment (Live),1,ruleEnginePage.wms.invAdjTitle,🔧 Stock Adjustment (Live),🔧 Stock Adjustment (Live),
+ Add Item,1,ruleEnginePage.wms.invcAddItem,+ Add Item,+ Add Item,
📄 Invoice Info,1,ruleEnginePage.wms.invcBasicInfo,📄 Invoice Info,📄 Invoice Info,
Description,1,ruleEnginePage.wms.invcColDesc,Description,Description,
HS Code,1,ruleEnginePage.wms.invcColHs,HS Code,HS Code,
📦 Consignee,1,ruleEnginePage.wms.invcConsigneeTitle,📦 Consignee,📦 Consignee,
📋 Copy Number,1,ruleEnginePage.wms.invcCopyNo,📋 Copy Number,📋 Copy Number,
Auto-generate customs invoice,1,ruleEnginePage.wms.invcDesc,Auto-generate customs invoice,Auto-generate customs invoice,
Rate (KRW/{c}),1,ruleEnginePage.wms.invcExRateLabel,Rate (KRW/{c}),Rate (KRW/{c}),
📋 Line Items,1,ruleEnginePage.wms.invcItemsTitle,📋 Line Items,📋 Line Items,
Invoice No,1,ruleEnginePage.wms.invcNoLabel,Invoice No,Invoice No,
Safety Stock,1,ruleEnginePage.wms.invColSafe,Safety Stock,Safety Stock,
🖨️ Print Invoice,1,ruleEnginePage.wms.invcPrintBtn,🖨️ Print Invoice,🖨️ Print Invoice,
Customs notes,1,ruleEnginePage.wms.invcRemarkPh,Customs notes,Customs notes,
🏢 Shipper,1,ruleEnginePage.wms.invcShipperTitle,🏢 Shipper,🏢 Shipper,
🧾 Commercial Invoice,1,ruleEnginePage.wms.invcTitle,🧾 Commercial Invoice,🧾 Commercial Invoice,
📦 Warehouse Stock by SKU,1,ruleEnginePage.wms.invTableTitle,📦 Warehouse Stock by SKU,📦 Warehouse Stock by SKU,
Total Stock (pcs) · Live,1,ruleEnginePage.wms.invTotalStock,Total Stock (pcs) · Live,Total Stock (pcs) · Live,
Ref No,1,ruleEnginePage.wms.ioColRef,Ref No,Ref No,
Stock Adjustment,1,ruleEnginePage.wms.ioFilterAdj,Stock Adjustment,Stock Adjustment,
Return Inbound,1,ruleEnginePage.wms.ioFilterRetInbound,Return Inbound,Return Inbound,
Return Outbound,1,ruleEnginePage.wms.ioFilterRetOutbound,Return Outbound,Return Outbound,
Reason/Memo,1,ruleEnginePage.wms.ioMemoLabel,Reason/Memo,Reason/Memo,
Qty *,1,ruleEnginePage.wms.ioQtyLabel,Qty *,Qty *,
Order No or PO No,1,ruleEnginePage.wms.ioRefPh,Order No or PO No,Order No or PO No,
+ Register In/Out,1,ruleEnginePage.wms.ioRegBtn,+ Register In/Out,+ Register In/Out,
📦 Register In/Out,1,ruleEnginePage.wms.ioRegTitle,📦 Register In/Out,📦 Register In/Out,
Return Reason,1,ruleEnginePage.wms.ioReturnReason,Return Reason,Return Reason,
"Change of mind, defective, etc.",1,ruleEnginePage.wms.ioReturnReasonPh,"Change of mind, defective, etc.","Change of mind, defective, etc.",
Search SKU/Product/Ref No...,1,ruleEnginePage.wms.ioSearchPh,Search SKU/Product/Ref No...,Search SKU/Product/Ref No...,
Transfer Destination Warehouse,1,ruleEnginePage.wms.ioTransferDest,Transfer Destination Warehouse,Transfer Destination Warehouse,
Io Unit Label,1,ruleEnginePage.wms.ioUnitLabel,Io Unit Label,Io Unit Label,
Warehouse *,1,ruleEnginePage.wms.ioWhLabel,Warehouse *,Warehouse *,
Lot No,1,ruleEnginePage.wms.lotColLotNo,Lot No,Lot No,
Mfg Date,1,ruleEnginePage.wms.lotColMfg,Mfg Date,Mfg Date,
days left,1,ruleEnginePage.wms.lotDaysLeft,days left,days left,
⚠️ Expiry within 30 days:,1,ruleEnginePage.wms.lotExpireSoon,⚠️ Expiry within 30 days:,⚠️ Expiry within 30 days:,
⚠ Imminent,1,ruleEnginePage.wms.lotImminent,⚠ Imminent,⚠ Imminent,
✅ Lot registered,1,ruleEnginePage.wms.lotRegDone,✅ Lot registered,✅ Lot registered,
+ New Lot,1,ruleEnginePage.wms.lotRegTitle,+ New Lot,+ New Lot,
Pending Receipt,1,ruleEnginePage.wms.pendingReceive,Pending Receipt,Pending Receipt,
Pending Shipment,1,ruleEnginePage.wms.pendingShip,Pending Shipment,Pending Shipment,
Add Permission,1,ruleEnginePage.wms.permAddBtn,Add Permission,Add Permission,
Permission Management,1,ruleEnginePage.wms.permBtn,Permission Management,Permission Management,
Control warehouse access permissions by user. Permissions vary by role.,1,ruleEnginePage.wms.permDesc,Control warehouse access permissions by user. Permissions vary by role.,Control warehouse access permissions by user. Permissions vary by role.,
No permissions registered. Please add users.,1,ruleEnginePage.wms.permEmpty,No permissions registered. Please add users.,No permissions registered. Please add users.,
Perm Title,1,ruleEnginePage.wms.permTitle,Perm Title,Perm Title,
User Email,1,ruleEnginePage.wms.permUserLabel,User Email,User Email,
🔐 Approval Pending,1,ruleEnginePage.wms.pickApprPending,🔐 Approval Pending,🔐 Approval Pending,
Pick ID,1,ruleEnginePage.wms.pickColId,Pick ID,Pick ID,
🔐 Dispatch,1,ruleEnginePage.wms.pickDispatchAppr,🔐 Dispatch,🔐 Dispatch,
✅ Approve,1,ruleEnginePage.wms.pickDispatchConfirm,✅ Approve,✅ Approve,
Approve dispatch?,1,ruleEnginePage.wms.pickDispatchSub,Approve dispatch?,Approve dispatch?,
Dispatch Approval,1,ruleEnginePage.wms.pickDispatchTitle,Dispatch Approval,Dispatch Approval,
Picking starts after approval.,1,ruleEnginePage.wms.pickDispatchWarn,Picking starts after approval.,Picking starts after approval.,
Process Shipment,1,ruleEnginePage.wms.processShipment,Process Shipment,Process Shipment,
All POs,1,ruleEnginePage.wms.recvAllPO,All POs,All POs,
✅ Confirm Receipt,1,ruleEnginePage.wms.recvConfirmBtn,✅ Confirm Receipt,✅ Confirm Receipt,
In Transit,1,ruleEnginePage.wms.recvInTransit,In Transit,In Transit,
Total PO Amt,1,ruleEnginePage.wms.recvTotalAmt,Total PO Amt,Total PO Amt,
Register Receipt,1,ruleEnginePage.wms.registerReceipt,Register Receipt,Register Receipt,
Click to auto-fill PO,1,ruleEnginePage.wms.replClickAuto,Click to auto-fill PO,Click to auto-fill PO,
⚡ Create PO,1,ruleEnginePage.wms.replCreateBtn,⚡ Create PO,⚡ Create PO,
✅ PO created,1,ruleEnginePage.wms.replDone,✅ PO created,✅ PO created,
📋 Purchase Order,1,ruleEnginePage.wms.replFormTitle,📋 Purchase Order,📋 Purchase Order,
PO History,1,ruleEnginePage.wms.replHistTitle,PO History,PO History,
⚡ Reorder needed ({n} types),1,ruleEnginePage.wms.replNeedTitle,⚡ Reorder needed ({n} types),⚡ Reorder needed ({n} types),
Est. Total,1,ruleEnginePage.wms.replTotal,Est. Total,Est. Total,
Apply this SKU,1,ruleEnginePage.wms.scanApply,Apply this SKU,Apply this SKU,
Barcode Scan,1,ruleEnginePage.wms.scanBtn,Barcode Scan,Barcode Scan,
Camera access denied. Check browser permissions.,1,ruleEnginePage.wms.scanCamError,Camera access denied. Check browser permissions.,Camera access denied. Check browser permissions.,
Barcode detected!,1,ruleEnginePage.wms.scanDetected,Barcode detected!,Barcode detected!,
Align barcode to scan area...,1,ruleEnginePage.wms.scanScanning,Align barcode to scan area...,Align barcode to scan area...,
Scan Title,1,ruleEnginePage.wms.scanTitle,Scan Title,Scan Title,
Security Status: Safe,1,ruleEnginePage.wms.securitySafe,Security Status: Safe,Security Status: Safe,
No security threats detected so far.,1,ruleEnginePage.wms.securitySafeDesc,No security threats detected so far.,No security threats detected so far.,
Security Threat Detection Monitor,1,ruleEnginePage.wms.securityTitle,Security Threat Detection Monitor,Security Threat Detection Monitor,
+ Add Vendor,1,ruleEnginePage.wms.supAddBtn,+ Add Vendor,+ Add Vendor,
Sup Code Ph,1,ruleEnginePage.wms.supCodePh,Sup Code Ph,Sup Code Ph,
Total PO Count,1,ruleEnginePage.wms.supDrawerTotalPO,Total PO Count,Total PO Count,
✏️ Edit Vendor,1,ruleEnginePage.wms.supEditTitle,✏️ Edit Vendor,✏️ Edit Vendor,
Lead Time (days),1,ruleEnginePage.wms.supLeadLabel,Lead Time (days),Lead Time (days),
Sup Name Ph,1,ruleEnginePage.wms.supNamePh,Sup Name Ph,Sup Name Ph,
➕ New Vendor,1,ruleEnginePage.wms.supNewTitle,➕ New Vendor,➕ New Vendor,
+ Add Supplier,1,ruleEnginePage.wms.supplierAdd,+ Add Supplier,+ Add Supplier,
Supplier Management,1,ruleEnginePage.wms.supplierTitle,Supplier Management,Supplier Management,
💡 Link PO history via Auto-PO tab.,1,ruleEnginePage.wms.supPoHistHint,💡 Link PO history via Auto-PO tab.,💡 Link PO history via Auto-PO tab.,
📋 PO History,1,ruleEnginePage.wms.supPoHistory,📋 PO History,📋 PO History,
Search vendor...,1,ruleEnginePage.wms.supSearchPh,Search vendor...,Search vendor...,
Total Amount,1,ruleEnginePage.wms.supTotalAmt,Total Amount,Total Amount,
Total POs,1,ruleEnginePage.wms.supTotalPO,Total POs,Total POs,
Total PO,1,ruleEnginePage.wms.supTotalPOLabel,Total PO,Total PO,
Manufacturer,1,ruleEnginePage.wms.supTypeManuf,Manufacturer,Manufacturer,
Raw Materials,1,ruleEnginePage.wms.supTypeRawMat,Raw Materials,Raw Materials,
Tab Dashboard,1,ruleEnginePage.wms.tabDashboard,Tab Dashboard,Tab Dashboard,
Tab Returns,1,ruleEnginePage.wms.tabReturns,Tab Returns,Tab Returns,
Tab Shipping,1,ruleEnginePage.wms.tabShipping,Tab Shipping,Tab Shipping,
CJ Logistics,1,ruleEnginePage.wms.trackCJ,CJ Logistics,CJ Logistics,
📌 Demo data,1,ruleEnginePage.wms.trackDemoTag,📌 Demo data,📌 Demo data,
Shipment Departed,1,ruleEnginePage.wms.trackDesc1,Shipment Departed,Shipment Departed,
Sorting Complete,1,ruleEnginePage.wms.trackDesc2,Sorting Complete,Sorting Complete,
Line-haul Arrived,1,ruleEnginePage.wms.trackDesc3,Line-haul Arrived,Line-haul Arrived,
ETA: This Afternoon,1,ruleEnginePage.wms.trackEtaToday,ETA: This Afternoon,ETA: This Afternoon,
Hanjin Express,1,ruleEnginePage.wms.trackHJ,Hanjin Express,Hanjin Express,
Seoul Gangnam Delivery Center,1,ruleEnginePage.wms.trackLoc1,Seoul Gangnam Delivery Center,Seoul Gangnam Delivery Center,
Metropolitan Hub,1,ruleEnginePage.wms.trackLoc2,Metropolitan Hub,Metropolitan Hub,
Incheon Logistics Center,1,ruleEnginePage.wms.trackLoc3,Incheon Logistics Center,Incheon Logistics Center,
Busan Dispatch Center,1,ruleEnginePage.wms.trackLoc4,Busan Dispatch Center,Busan Dispatch Center,
Lotte Express,1,ruleEnginePage.wms.trackLT,Lotte Express,Lotte Express,
Logen Express,1,ruleEnginePage.wms.trackLZ,Logen Express,Logen Express,
Track Num Ph,1,ruleEnginePage.wms.trackNumPh,Track Num Ph,Track Num Ph,
🔍 Track by Number,1,ruleEnginePage.wms.trackSearchTitle,🔍 Track by Number,🔍 Track by Number,
+ Add Warehouse,1,ruleEnginePage.wms.whAddBtn,+ Add Warehouse,+ Add Warehouse,
Area (㎡),1,ruleEnginePage.wms.whAreaLabel,Area (㎡),Area (㎡),
Warehouse Code *,1,ruleEnginePage.wms.whCodeLabel,Warehouse Code *,Warehouse Code *,
Current Stock,1,ruleEnginePage.wms.whCurrentStock,Current Stock,Current Stock,
✏️ Edit Warehouse,1,ruleEnginePage.wms.whEditTitle,✏️ Edit Warehouse,✏️ Edit Warehouse,
🏭 Warehouse List,1,ruleEnginePage.wms.whListTitle,🏭 Warehouse List,🏭 Warehouse List,
Warehouse Name *,1,ruleEnginePage.wms.whNameLabel,Warehouse Name *,Warehouse Name *,
Warehouse name and code are required.,1,ruleEnginePage.wms.whNameRequired,Warehouse name and code are required.,Warehouse name and code are required.,
➕ Register New Warehouse,1,ruleEnginePage.wms.whNewTitle,➕ Register New Warehouse,➕ Register New Warehouse,
Combination (Room+Cold),1,ruleEnginePage.wms.whTempCombi,Combination (Room+Cold),Combination (Room+Cold),
Electronics Only,1,ruleEnginePage.wms.whTempElec,Electronics Only,Electronics Only,
Storage Type,1,ruleEnginePage.wms.whTempLabel,Storage Type,Storage Type,
Operation Type,1,ruleEnginePage.wms.whTypeLabel,Operation Type,Operation Type,
Total Inventory Asset Value,1,ruleEnginePage.wms.wmsAssetValue,Total Inventory Asset Value,Total Inventory Asset Value,
Carriers/Express,1,ruleEnginePage.wms.wmsBadgeCarrier,Carriers/Express,Carriers/Express,
⚠️ Low Stock {n} types,1,ruleEnginePage.wms.wmsBadgeLowStock,⚠️ Low Stock {n} types,⚠️ Low Stock {n} types,
Orders {n} Linked,1,ruleEnginePage.wms.wmsBadgeOrders,Orders {n} Linked,Orders {n} Linked,
Total Stock {n} 🔴Live,1,ruleEnginePage.wms.wmsBadgeTotalStock,Total Stock {n} 🔴Live,Total Stock {n} 🔴Live,
💰 Budget Planner →,1,ruleEnginePage.wms.wmsBtnBudget,💰 Budget Planner →,💰 Budget Planner →,
📡 Sales Channel →,1,ruleEnginePage.wms.wmsBtnSalesChannel,📡 Sales Channel →,📡 Sales Channel →,
St Overpaid,1,stOverpaid,,Overpaid,
St Paid,1,stPaid,,Done,
St Partial,1,stPartial,,Partial,
St Unpaid,1,stUnpaid,,Unpaid,
Views Per Order,1,viewsPerOrder,,views/order,
Demo environment — data is isolated from production,1,webPopup.demoIsolation,,,
